IdAcademico,IdAlumno,IdSocial,SEMESTRE,NCURSOSMATRICULADOS,NCREDITOSMATRICULADOS,NCREDITOSAPROBADOS,NCREDITOSDESAPROBADOS,PROMEDIOPORCICLO,NOMBRESEDE,NOMBREESCUELA,UBIGEONACIMIENTO,EDAD,DIRECCION,ESTADOCIVIL,DEUDA,MODALIDADINGRESO,PUNTAJEINGRESO,TIPOCOLEGIO,LUGARCOLEGIO,ANOEGRESOCOLEGIO,SEXO
3396,361,361,2011-2,7,22,16,6,12,CUSCO,TURISMO,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3397,361,361,2011-3,6,22,13,9,10,CUSCO,TURISMO,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3398,361,361,2012-1,3,10,7,3,13,CUSCO,TURISMO,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3399,361,361,2012-2,7,22,18,4,12,CUSCO,TURISMO,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3400,361,361,2013-1,6,19,16,3,14,CUSCO,TURISMO,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3401,361,361,2013-2,7,22,19,3,14,CUSCO,TURISMO,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3402,361,361,2013-3,7,22,22,0,14,CUSCO,TURISMO,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3403,361,361,2014-1,7,22,19,3,14,CUSCO,TURISMO,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3404,361,361,2014-2,7,22,19,3,14,CUSCO,TURISMO,CUSCO,B,CUSCO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3405,362,362,2010-1,7,22,19,3,15,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3406,362,362,2010-2,7,22,22,0,15,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3407,362,362,2010-C,2,6,6,0,19,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3408,362,362,2011-1,7,22,13,9,13,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3409,362,362,2011-2,7,22,13,9,10,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3410,362,362,2011-3,6,22,11,11,8,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3411,362,362,2012-1,6,22,7,15,7,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3412,362,362,2012-2,6,18,15,3,16,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3413,362,362,2013-1,5,17,17,0,15,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3414,362,362,2013-2,7,21,15,6,13,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3415,362,362,2013-3,7,22,22,0,15,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3416,362,362,2014-1,6,19,16,3,14,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3417,362,362,2014-2,7,22,12,10,10,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3418,362,362,2015-1,5,16,9,7,11,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3419,362,362,2015-2,5,18,18,0,15,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3420,363,363,2010-1,7,22,2,20,3,CUSCO,TURISMO,CUSCO,A,NaN,NaN,NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3421,363,363,2011-1,6,20,4,16,6,CUSCO,TURISMO,CUSCO,A,NaN,NaN,NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3422,364,364,2010-1,7,22,19,3,12,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3423,364,364,2010-2,7,22,0,22,1,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3424,364,364,2010-C,3,9,6,3,10,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3425,364,364,2011-1,7,22,16,6,12,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3426,364,364,2011-2,7,22,0,22,1,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3427,365,365,2010-1,7,22,12,10,9,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3428,365,365,2010-2,7,22,19,3,12,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3429,365,365,2011-1,7,22,3,19,5,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3430,365,365,2011-2,7,22,3,19,2,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3431,365,365,2011-3,7,22,19,3,13,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3432,365,365,2012-1,5,16,16,0,14,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3433,365,365,2012-2,5,16,13,3,14,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3434,365,365,2013-1,5,20,16,4,13,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3435,365,365,2013-2,6,20,20,0,15,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3436,365,365,2013-3,7,22,19,3,14,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3437,365,365,2014-1,7,22,6,16,9,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3438,365,365,2014-2,7,22,12,10,12,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3439,365,365,2015-1,7,22,19,3,15,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3440,365,365,2015-2,7,22,16,6,14,CUSCO,TURISMO,CUSCO,A,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3441,366,366,2010-1,7,22,22,0,18,CUSCO,TURISMO,CUSCO,A,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3442,366,366,2010-2,7,22,22,0,15,CUSCO,TURISMO,CUSCO,A,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3443,366,366,2010-C,2,6,3,3,7,CUSCO,TURISMO,CUSCO,A,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3444,366,366,2011-1,6,19,9,10,10,CUSCO,TURISMO,CUSCO,A,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3445,366,366,2011-2,7,22,19,3,12,CUSCO,TURISMO,CUSCO,A,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3446,366,366,2011-3,6,22,4,18,5,CUSCO,TURISMO,CUSCO,A,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3447,366,366,2012-1,5,19,13,6,14,CUSCO,TURISMO,CUSCO,A,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3448,366,366,2012-2,7,22,12,10,11,CUSCO,TURISMO,CUSCO,A,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3449,366,366,2013-1,6,18,15,3,12,CUSCO,TURISMO,CUSCO,A,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3450,366,366,2013-2,5,17,4,13,10,CUSCO,TURISMO,CUSCO,A,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3451,366,366,2013-3,6,19,10,9,8,CUSCO,TURISMO,CUSCO,A,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3452,366,366,2014-1,5,16,0,16,1,CUSCO,TURISMO,CUSCO,A,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3453,366,366,2014-2,6,19,3,16,9,CUSCO,TURISMO,CUSCO,A,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3454,366,366,2015-1,6,19,9,10,7,CUSCO,TURISMO,CUSCO,A,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3455,366,366,2015-2,6,19,16,3,12,CUSCO,TURISMO,CUSCO,A,SAN JERONIMO,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Z,MASCULINO
3456,367,367,2010-1,7,22,2,20,0,CUSCO,TURISMO,CUSCO,B,NaN,NaN,PRIMERA CATEGORIA,OTRAS MODALIDADES,NO DESTACADO,PUBLICA,CUSCO,Y,MASCULINO
3457,368,368,2011-1,7,22,22,0,14,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PUBLICA,CUSCO,Y,FEMENINO
3458,368,368,2011-2,7,22,15,7,13,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PUBLICA,CUSCO,Y,FEMENINO
3459,368,368,2011-3,7,22,10,12,11,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PUBLICA,CUSCO,Y,FEMENINO
3460,368,368,2012-1,7,22,9,13,10,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PUBLICA,CUSCO,Y,FEMENINO
3461,368,368,2012-2,7,22,9,13,12,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PUBLICA,CUSCO,Y,FEMENINO
3462,368,368,2013-1,6,20,17,3,14,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PUBLICA,CUSCO,Y,FEMENINO
3463,368,368,2013-2,5,17,17,0,15,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PUBLICA,CUSCO,Y,FEMENINO
3464,368,368,2013-3,6,21,18,3,14,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PUBLICA,CUSCO,Y,FEMENINO
3465,368,368,2014-1,5,16,9,7,14,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PUBLICA,CUSCO,Y,FEMENINO
3466,368,368,2014-2,7,22,16,6,13,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PUBLICA,CUSCO,Y,FEMENINO
3467,368,368,2015-1,7,22,13,9,14,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PUBLICA,CUSCO,Y,FEMENINO
3468,368,368,2015-2,7,22,19,3,14,CUSCO,TURISMO,CUSCO,B,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,NO DESTACADO,PUBLICA,CUSCO,Y,FEMENINO
3469,369,369,2010-1,7,22,22,0,15,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
3470,369,369,2010-2,7,22,16,6,13,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
3471,369,369,2010-C,4,12,9,3,13,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
3472,369,369,2011-1,7,22,19,3,13,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
3473,369,369,2011-2,7,22,4,18,7,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
3474,369,369,2011-3,6,22,4,18,10,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
3475,369,369,2012-1,6,21,4,17,5,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
3476,369,369,2012-2,6,21,12,9,11,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
3477,369,369,2013-1,6,21,15,6,12,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
3478,369,369,2013-2,6,19,9,10,10,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
3479,369,369,2013-3,6,21,11,10,10,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
3480,369,369,2014-1,6,21,0,21,4,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
3481,369,369,2014-2,6,21,6,15,10,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
3482,369,369,2015-1,6,19,13,6,12,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
3483,369,369,2015-2,7,22,13,9,13,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,OTROS DISTRITOS,X,MASCULINO
3484,370,370,2010-1,7,22,0,22,0,CUSCO,TURISMO,CUSCO,B,NaN,NaN,PRIMERA CATEGORIA,EXAMEN ADMISION ORDINARIO,ESPERADO,PRIVADA,CUSCO,Y,MASCULINO
3485,371,371,2010-1,7,22,7,15,5,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3486,371,371,2010-2,7,21,18,3,13,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3487,371,371,2011-1,7,22,19,3,13,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3488,371,371,2011-2,7,22,9,13,11,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3489,371,371,2011-3,6,19,15,4,14,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3490,371,371,2012-1,6,21,12,9,11,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3491,371,371,2012-2,5,16,10,6,11,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3492,371,371,2013-1,6,20,11,9,11,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3493,371,371,2013-2,6,20,13,7,14,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3494,371,371,2013-3,5,16,13,3,14,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3495,371,371,2014-1,7,22,13,9,13,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3496,371,371,2014-2,7,22,16,6,12,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3497,371,371,2015-1,7,21,15,6,12,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3498,371,371,2015-2,7,21,21,0,15,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),NO DEBE,EXAMEN ADMISION ORDINARIO,ESPERADO,PUBLICA,CUSCO,Y,FEMENINO
3499,372,372,2010-1,7,22,22,0,15,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),TERCERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,X,MASCULINO
3500,372,372,2010-2,7,22,22,0,15,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),TERCERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,X,MASCULINO
3501,372,372,2010-C,2,6,6,0,15,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),TERCERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,X,MASCULINO
3502,372,372,2011-1,7,22,22,0,15,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),TERCERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,X,MASCULINO
3503,372,372,2011-2,6,19,9,10,9,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),TERCERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,X,MASCULINO
3504,372,372,2011-3,5,20,11,9,8,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),TERCERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,X,MASCULINO
3505,372,372,2012-1,6,22,10,12,11,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),TERCERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,X,MASCULINO
3506,372,372,2012-2,5,16,9,7,11,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),TERCERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,X,MASCULINO
3507,372,372,2013-1,5,16,6,10,11,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),TERCERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,X,MASCULINO
3508,372,372,2013-2,5,16,0,16,8,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),TERCERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,X,MASCULINO
3509,372,372,2013-3,5,16,0,16,7,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),TERCERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,X,MASCULINO
3510,372,372,2014-1,5,16,7,9,11,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),TERCERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,X,MASCULINO
3511,372,372,2014-2,6,20,0,20,2,CUSCO,TURISMO,CUSCO,C,WANCHAQ,SOLTERO(A),TERCERA CATEGORIA,EXAMEN ADMISION ORDINARIO,DESTACADO,PUBLICA,CUSCO,X,MASCULINO
3512,373,373,2010-1,6,21,21,0,14,CUSCO,CONTABILIDAD,CUSCO,A,WANCHAQ,SOLTERO(A),PRIMERA CATEGORIA,OTRAS MODALIDADES,DESTACADO,PRIVADA,CUSCO,Z,MASCULINO
